login_hour,login_day,is_weekend,Round-Trip Time [ms],new_device,new_browser,new_os,new_country,new_city,new_ip,new_device_browser,Login Successful,Is Attack IP,Is Account Takeover
19,1,0,,1,1,1,1,1,1,1,True,False,False
15,4,0,506.0,1,1,1,1,1,1,1,True,False,False
7,6,1,,1,1,1,1,1,1,1,True,False,False
18,5,1,,1,1,1,1,1,1,1,True,False,False
8,1,0,,1,1,1,1,1,1,1,True,False,False
13,1,0,590.0,1,1,1,1,1,1,1,False,False,False
12,4,0,,1,1,1,1,1,1,1,True,False,False
18,2,0,,1,1,1,1,1,1,1,True,False,False
1,1,0,,1,1,1,1,1,1,1,True,False,False
12,0,0,,1,1,1,1,1,1,1,True,False,False
11,0,0,,1,1,1,1,1,1,1,True,False,False
21,5,1,,1,1,1,1,1,1,1,True,False,False
6,2,0,,1,1,1,1,1,1,1,True,False,False
3,1,0,,1,1,1,1,1,1,1,False,False,False
7,4,0,,1,1,1,1,1,1,1,False,False,False
8,2,0,,1,1,1,1,1,1,1,True,False,False
6,2,0,,1,1,1,1,1,1,1,True,False,False
17,4,0,,1,1,1,1,1,1,1,True,False,False
7,1,0,,1,1,1,1,1,1,1,True,False,False
14,6,1,,1,1,1,1,1,1,1,True,False,False
17,0,0,,1,1,1,1,1,1,1,True,False,False
7,2,0,,1,1,1,1,1,1,1,True,True,False
18,6,1,,1,1,1,1,1,1,1,False,False,False
3,0,0,,1,1,1,1,1,1,1,True,False,False
13,1,0,,1,1,1,1,1,1,1,False,False,False
21,1,0,,1,1,1,1,1,1,1,True,False,False
8,6,1,441.0,1,1,1,1,1,1,1,True,False,False
8,1,0,,1,1,1,1,1,1,1,True,False,False
5,1,0,,1,1,1,1,1,1,1,True,False,False
12,2,0,,1,1,1,1,1,1,1,True,False,False
5,0,0,,1,1,1,1,1,1,1,True,False,False
21,0,0,507.0,1,1,1,1,1,1,1,True,False,False
9,4,0,,1,1,1,1,1,1,1,False,True,False
6,3,0,,1,1,1,1,1,1,1,False,False,False
3,1,0,,1,1,1,1,1,1,1,True,False,False
11,0,0,,1,1,1,1,1,1,1,False,False,False
17,6,1,,0,1,1,0,1,1,1,True,False,False
22,4,0,,1,1,1,1,1,1,1,False,True,False
21,3,0,438.0,1,1,1,1,1,1,1,True,False,False
12,5,1,,0,1,1,0,1,1,1,True,False,False
16,5,1,,1,1,1,1,1,1,1,False,False,False
10,4,0,,1,1,1,1,1,1,1,True,False,False
19,5,1,,1,1,1,1,1,1,1,True,False,False
17,6,1,,1,1,1,1,1,1,1,True,False,False
6,1,0,,1,1,1,1,1,1,1,True,False,False
12,2,0,,1,1,1,1,1,1,1,True,False,False
19,4,0,,1,1,1,1,1,1,1,True,False,False
11,3,0,,1,1,1,1,1,1,1,True,False,False
20,1,0,,1,1,1,1,1,1,1,True,False,False
5,0,0,519.0,1,1,1,1,1,1,1,True,False,False
8,4,0,,1,1,1,1,1,1,1,True,False,False
18,3,0,576.0,1,1,1,1,1,1,1,True,False,False
9,5,1,,1,1,1,1,1,1,1,True,True,False
21,4,0,,1,1,1,1,1,1,1,True,False,False
9,2,0,,1,1,1,1,1,1,1,True,False,False
21,2,0,,1,1,1,1,1,1,1,True,False,False
13,6,1,,1,1,1,1,1,1,1,True,False,False
2,5,1,,1,1,1,1,1,1,1,True,False,False
22,0,0,,1,1,1,1,1,1,1,True,False,False
12,2,0,,1,1,1,1,1,1,1,True,False,False
14,3,0,,1,1,1,1,1,1,1,True,False,False
22,1,0,,1,1,1,1,1,1,1,False,False,False
8,3,0,,1,1,1,1,1,1,1,True,False,False
10,1,0,,1,1,1,1,1,1,1,False,False,False
21,2,0,,1,1,1,1,1,1,1,True,False,False
20,3,0,,1,1,1,1,1,1,1,True,False,False
15,3,0,,1,1,1,1,1,1,1,True,False,False
10,3,0,,1,1,1,1,1,1,1,True,False,False
18,5,1,,1,1,1,1,1,1,1,False,False,False
21,6,1,,1,1,1,1,1,1,1,True,False,False
17,0,0,,1,1,1,1,1,1,1,True,False,False
17,0,0,,1,1,1,1,1,1,1,True,False,False
13,6,1,,1,1,1,1,1,1,1,True,False,False
19,4,0,,1,1,1,1,1,1,1,True,False,False
20,5,1,,1,1,1,1,1,1,1,True,False,False
19,3,0,462.0,1,1,1,1,1,1,1,False,False,False
14,4,0,,1,1,1,1,1,1,1,True,False,False
8,1,0,,1,1,1,1,1,1,1,True,False,False
13,2,0,,1,1,1,1,1,1,1,True,False,False
13,5,1,,1,1,1,1,1,1,1,True,False,False
13,0,0,,1,1,1,1,1,1,1,True,True,False
3,0,0,,1,1,1,1,1,1,1,True,False,False
12,1,0,,1,1,1,1,1,1,1,True,False,False
9,0,0,,1,1,1,1,1,1,1,True,False,False
18,5,1,,1,1,1,1,1,1,1,False,False,False
9,3,0,,1,1,1,1,1,1,1,False,False,False
16,6,1,,1,1,1,1,1,1,1,True,False,False
13,2,0,,1,1,1,1,1,1,1,True,False,False
8,3,0,,1,1,1,1,1,1,1,True,False,False
13,0,0,,0,1,0,0,0,0,1,True,False,False
22,2,0,,1,1,1,1,1,1,1,True,False,True
14,4,0,,1,1,1,1,1,1,1,True,False,False
19,3,0,,1,1,1,1,1,1,1,True,False,False
12,1,0,,1,1,1,1,1,1,1,True,True,False
19,3,0,,1,1,1,1,1,1,1,False,False,False
4,5,1,,1,1,1,1,1,1,1,True,False,False
4,5,1,,0,1,0,0,0,0,1,True,False,False
17,2,0,,1,1,1,1,1,1,1,True,False,False
2,5,1,,1,1,1,1,1,1,1,False,False,False
7,3,0,423.0,1,1,1,1,1,1,1,False,False,False
13,6,1,,1,1,1,1,1,1,1,True,False,False
10,6,1,,1,1,1,1,1,1,1,True,False,False
6,0,0,,1,1,1,1,1,1,1,True,True,False
10,2,0,,1,1,1,1,1,1,1,True,False,False
5,4,0,,1,1,1,1,1,1,1,False,False,False
18,2,0,,1,1,1,1,1,1,1,True,False,False
11,3,0,,1,1,1,1,1,1,1,True,False,False
11,1,0,,1,1,1,1,1,1,1,False,False,False
18,1,0,,1,1,1,1,1,1,1,True,False,False
10,4,0,33.0,1,1,1,1,1,1,1,True,False,False
21,3,0,397.0,1,1,1,1,1,1,1,True,False,False
5,6,1,,1,1,1,1,1,1,1,True,False,False
5,0,0,,1,1,1,1,1,1,1,True,False,False
17,2,0,,1,1,1,1,1,1,1,True,False,False
4,4,0,,1,1,1,1,1,1,1,True,False,False
22,0,0,,1,1,1,1,1,1,1,True,False,False
14,2,0,,1,1,1,1,1,1,1,True,False,False
10,6,1,,1,1,1,1,1,1,1,False,False,False
22,4,0,510.0,1,1,1,1,1,1,1,True,False,False
7,0,0,,1,1,1,1,1,1,1,True,False,False
19,4,0,,1,1,1,1,1,1,1,True,False,False
16,6,1,,1,1,1,1,1,1,1,True,False,False
11,0,0,,1,1,1,1,1,1,1,True,False,False
8,4,0,,1,1,1,1,1,1,1,True,False,False
7,1,0,,1,1,1,1,1,1,1,False,False,False
12,5,1,,1,1,1,1,1,1,1,True,False,False
23,6,1,,1,1,1,1,1,1,1,True,False,False
14,3,0,,1,1,1,1,1,1,1,True,False,False
6,3,0,,1,1,1,1,1,1,1,True,False,False
10,1,0,,1,1,1,1,1,1,1,False,False,False
18,1,0,,1,1,1,1,1,1,1,True,False,False
19,3,0,,1,1,1,1,1,1,1,True,False,False
15,3,0,,1,1,1,1,1,1,1,False,False,False
21,5,1,,0,1,0,0,1,1,1,False,False,False
18,4,0,,1,1,1,1,1,1,1,True,False,False
14,4,0,,1,1,1,1,1,1,1,True,False,False
13,4,0,,1,1,1,0,1,1,1,True,False,False
7,2,0,,1,1,1,1,1,1,1,True,False,False
13,1,0,,1,1,1,1,1,1,1,True,False,False
8,5,1,,1,1,1,1,1,1,1,False,True,False
12,5,1,,1,1,1,1,1,1,1,False,False,False
19,4,0,,1,1,1,1,1,1,1,True,False,False
8,6,1,,1,1,1,1,1,1,1,False,False,False
10,3,0,,1,1,1,1,1,1,1,True,True,False
10,4,0,,1,1,1,1,1,1,1,True,False,False
20,3,0,,1,1,1,1,1,1,1,True,False,False
6,4,0,578.0,1,1,1,1,1,1,1,False,False,False
9,3,0,,1,1,1,1,1,1,1,True,False,False
21,1,0,1135.0,1,1,1,1,1,1,1,True,False,False
23,1,0,,1,1,1,1,1,1,1,False,True,False
11,0,0,,1,1,1,1,1,1,1,True,False,False
14,4,0,,0,1,0,0,1,1,1,True,False,False
16,3,0,,1,1,1,1,1,1,1,True,False,False
21,5,1,,1,1,1,1,1,1,1,False,False,False
2,0,0,,1,1,1,1,1,1,1,True,False,False
7,1,0,,1,1,1,1,1,1,1,True,False,False
5,0,0,,1,1,1,1,1,1,1,True,False,False
15,1,0,,1,1,1,1,1,1,1,True,False,False
9,2,0,,1,1,1,1,1,1,1,True,False,False
14,4,0,,1,1,1,1,1,1,1,False,False,False
5,0,0,,1,1,1,1,1,1,1,True,False,False
10,6,1,,1,1,1,1,1,1,1,False,False,False
18,0,0,,1,1,1,1,1,1,1,False,False,False
12,4,0,,1,1,1,1,1,1,1,True,False,False
18,5,1,,1,1,1,1,1,1,1,False,False,False
19,2,0,403.0,1,1,1,1,1,1,1,False,False,False
10,6,1,,1,1,1,1,1,1,1,False,True,False
12,5,1,,1,1,1,1,1,1,1,False,False,False
9,0,0,,1,1,1,1,1,1,1,True,True,False
6,4,0,,1,1,1,1,1,1,1,True,False,False
11,2,0,,1,1,1,1,1,1,1,False,False,False
16,2,0,,1,1,1,1,1,1,1,True,False,False
9,0,0,,1,1,1,1,1,1,1,False,False,False
8,1,0,,1,1,1,1,1,1,1,True,False,False
7,6,1,,1,1,1,1,1,1,1,False,True,False
14,3,0,,1,1,1,1,1,1,1,True,False,False
12,0,0,725.0,1,1,1,1,1,1,1,True,False,False
16,2,0,,1,1,1,1,1,1,1,False,False,False
19,4,0,,1,1,1,1,1,1,1,False,False,False
19,5,1,,0,1,0,0,1,1,1,True,False,False
19,6,1,,1,1,1,1,1,1,1,True,False,False
16,4,0,,1,1,1,0,1,1,1,True,False,False
15,5,1,,1,1,1,1,1,1,1,True,False,False
12,2,0,,1,1,1,1,1,1,1,True,False,False
19,6,1,,1,1,1,1,1,1,1,True,False,False
8,6,1,,1,1,1,1,1,1,1,True,False,False
7,0,0,,1,1,1,1,1,1,1,True,False,False
6,3,0,,1,1,1,1,1,1,1,True,False,False
19,1,0,,1,1,1,1,1,1,1,True,False,False
11,4,0,,1,1,1,1,1,1,1,False,True,False
8,2,0,,1,1,1,1,1,1,1,False,False,False
18,4,0,,1,1,1,1,1,1,1,True,False,False
10,3,0,,1,1,1,1,1,1,1,True,False,False
9,2,0,,1,1,1,1,1,1,1,True,False,False
13,0,0,,1,1,1,1,1,1,1,True,False,False
6,3,0,,1,1,1,1,1,1,1,True,False,False
8,2,0,,1,1,1,1,1,1,1,True,False,False
23,6,1,,1,1,1,1,1,1,1,True,False,False
14,5,1,,1,1,1,1,1,1,1,False,True,False
15,0,0,,1,1,1,1,1,1,1,False,False,False
19,4,0,,1,1,1,1,1,1,1,True,False,False
4,1,0,,1,1,1,1,1,1,1,True,False,False
5,0,0,,1,1,1,1,1,1,1,False,False,False
11,6,1,480.0,1,1,1,1,1,1,1,True,False,False
11,3,0,,1,1,1,1,1,1,1,True,False,False
7,1,0,,1,1,1,1,1,1,1,True,False,False
19,5,1,,1,1,1,1,1,1,1,True,False,False
10,4,0,,1,1,1,1,1,1,1,True,False,False
15,2,0,,1,1,1,1,1,1,1,True,False,False
19,0,0,,1,1,1,1,1,1,1,True,False,False
7,5,1,,1,1,1,1,1,1,1,True,True,False
10,2,0,,1,1,1,1,1,1,1,False,True,False
4,6,1,,1,1,1,1,1,1,1,False,False,False
4,5,1,,1,1,1,1,1,1,1,True,False,False
9,0,0,,1,1,1,1,1,1,1,False,False,False
17,4,0,,1,1,1,1,1,1,1,True,False,False
10,0,0,,1,1,1,1,1,1,1,True,False,False
9,0,0,,1,1,1,1,1,1,1,False,False,False
13,0,0,,1,1,1,1,1,1,1,False,False,False
11,3,0,,1,1,1,1,1,1,1,True,False,False
18,5,1,,1,1,1,1,1,1,1,False,False,False
19,4,0,,1,1,1,1,1,1,1,True,False,False
18,1,0,,1,1,1,1,1,1,1,True,False,False
18,0,0,,1,1,1,1,1,1,1,True,False,False
20,2,0,,1,1,1,1,1,1,1,True,False,False
15,6,1,,1,1,1,1,1,1,1,True,False,False
8,1,0,,1,1,1,1,1,1,1,False,False,False
12,6,1,803.0,1,1,1,1,1,1,1,True,False,False
20,6,1,,1,1,1,1,1,1,1,True,False,False
6,3,0,,1,1,1,1,1,1,1,True,False,False
23,3,0,,0,1,0,0,1,1,1,True,False,False
19,1,0,,1,1,1,1,1,1,1,True,False,False
12,5,1,,1,1,1,1,1,1,1,False,False,False
19,6,1,,1,1,1,1,1,1,1,True,False,False
7,4,0,,1,1,1,1,1,1,1,True,False,False
8,1,0,,1,1,1,1,1,1,1,True,False,False
12,3,0,,1,1,1,1,1,1,1,True,False,False
20,3,0,,1,1,1,1,1,1,1,True,True,False
21,4,0,,1,1,1,1,1,1,1,False,False,False
7,1,0,,1,1,1,1,1,1,1,False,False,False
7,2,0,,1,1,1,1,1,1,1,True,False,False
2,5,1,,1,1,1,1,1,1,1,True,False,False
2,1,0,,1,1,1,1,1,1,1,True,False,False
18,6,1,,1,1,1,1,1,1,1,True,False,False
6,5,1,,1,1,1,1,1,1,1,True,False,False
12,1,0,,1,1,1,1,1,1,1,False,False,False
23,2,0,,1,1,1,1,1,1,1,True,False,False
12,6,1,,1,1,1,1,1,1,1,True,False,False
10,1,0,,1,1,1,1,1,1,1,True,False,False
7,5,1,,1,1,1,1,1,1,1,True,False,False
18,4,0,,1,1,1,1,1,1,1,False,True,False
16,0,0,,1,1,1,1,1,1,1,False,False,False
19,5,1,,1,1,1,1,1,1,1,False,False,False
17,6,1,,1,1,1,1,1,1,1,True,False,False
12,6,1,,1,1,1,1,1,1,1,True,False,False
8,2,0,809.0,1,1,1,1,1,1,1,True,False,False
15,2,0,,1,1,1,1,1,1,1,True,False,False
13,3,0,,1,1,1,1,1,1,1,True,False,False
3,6,1,,1,1,1,1,1,1,1,False,False,False
12,3,0,,1,1,1,1,1,1,1,True,False,False
10,6,1,,1,1,1,1,1,1,1,False,False,False
9,5,1,,1,1,1,1,1,1,1,True,False,False
13,6,1,,1,1,1,1,1,1,1,False,True,False
18,5,1,,1,1,1,1,1,1,1,False,False,False
16,0,0,,1,1,1,1,1,1,1,True,False,False
20,4,0,,1,1,1,1,1,1,1,True,False,False
19,1,0,947.0,1,1,1,1,1,1,1,True,False,False
15,2,0,,1,1,1,1,1,1,1,True,False,False
13,4,0,,1,1,1,1,1,1,1,True,False,False
9,1,0,,1,1,1,1,1,1,1,True,False,False
8,0,0,,1,1,1,1,1,1,1,True,False,False
16,1,0,,1,1,1,1,1,1,1,True,True,False
17,2,0,,1,1,1,1,1,1,1,False,False,False
0,1,0,,1,1,1,1,1,1,1,True,False,False
18,1,0,,1,1,1,1,1,1,1,True,False,False
14,1,0,,1,1,1,1,1,1,1,False,False,False
8,0,0,,1,1,1,1,1,1,1,True,False,False
10,1,0,,1,1,1,1,1,1,1,True,False,False
9,1,0,,1,1,1,1,1,1,1,False,False,False
11,3,0,,1,1,1,1,1,1,1,True,False,False
20,6,1,,1,1,1,1,1,1,1,True,False,False
7,4,0,,1,1,1,1,1,1,1,True,False,False
8,2,0,,1,1,1,1,1,1,1,True,False,False
10,3,0,,1,1,1,1,1,1,1,False,False,False
22,3,0,,1,1,1,1,1,1,1,False,False,False
12,6,1,,1,1,1,1,1,1,1,False,False,False
20,5,1,,1,1,1,1,1,1,1,True,False,False
22,6,1,,1,1,1,1,1,1,1,True,False,False
6,3,0,,1,1,1,1,1,1,1,False,False,False
18,3,0,,1,1,1,1,1,1,1,True,True,False
9,1,0,,1,1,1,1,1,1,1,True,False,False
15,0,0,,1,1,1,1,1,1,1,False,False,False
8,1,0,,1,1,1,1,1,1,1,True,False,False
8,2,0,,1,1,1,1,1,1,1,False,False,False
12,2,0,,1,1,1,1,1,1,1,True,False,False
23,6,1,,1,1,1,1,1,1,1,True,False,False
21,3,0,,1,1,1,1,1,1,1,False,False,False
15,6,1,,1,1,1,1,1,1,1,True,False,False
9,5,1,,1,1,1,1,1,1,1,True,False,False
17,2,0,,1,1,1,1,1,1,1,True,False,False
10,2,0,,0,1,1,0,1,1,1,True,False,False
8,5,1,,1,1,1,1,1,1,1,False,False,False
20,4,0,,1,1,1,1,1,1,1,True,False,False
17,1,0,,1,1,1,1,1,1,1,True,False,False
18,0,0,,1,1,1,1,1,1,1,True,False,False
7,0,0,,1,1,1,1,1,1,1,True,False,False
17,0,0,,1,1,1,1,1,1,1,True,False,False
9,0,0,,1,1,1,1,1,1,1,True,False,False
17,0,0,,1,1,1,1,1,1,1,False,False,False
9,0,0,,1,1,1,1,1,1,1,False,False,False
6,0,0,,1,1,1,1,1,1,1,True,False,False
8,3,0,,1,1,1,1,1,1,1,True,False,False
9,4,0,,1,1,1,1,1,1,1,True,False,False
15,3,0,,1,1,1,1,1,1,1,False,False,False
7,1,0,,1,1,1,1,1,1,1,False,False,False
6,3,0,,1,1,1,1,1,1,1,True,False,False
1,2,0,,1,1,1,1,1,1,1,True,False,False
15,1,0,,1,1,1,1,1,1,1,True,False,False
13,5,1,,1,1,1,1,1,1,1,False,False,False
14,3,0,,1,1,1,1,1,1,1,True,False,False
7,6,1,,1,1,1,1,1,1,1,True,False,False
7,2,0,1058.0,1,1,1,1,1,1,1,True,False,False
8,4,0,,1,1,1,1,1,1,1,True,False,False
